Species_code,Group,Species_name,Official_name,Alternative_names,Common_name,Order,Family,Genus,Diet,Body_mass_g,mean_SVL_mm,Source_SVL
r14,Reptiles,Sceloporus undulatus,Sceloporus undulatus,NA,-,Squamata,Phrynosomatidae,Sceloporus,,24.547,,
r15,Reptiles,Ophisaurus ventralis,Ophisaurus ventralis,NA,-,Squamata,Anguidae,Ophisaurus,,91.201,,
r16,Reptiles,Plestiodon fasciatus,Plestiodon fasciatus,eumeces fasciatus,-,Squamata,Scincidae,Plestiodon,,13.183,,
r17,Reptiles,Anolis carolinensis,Anolis carolinensis,NA,Green Anole,Squamata,Dactyloidae,Anolis,,8.71,,
r18,Reptiles,Scincella lateralis,Scincella lateralis,NA,-,Squamata,Scincidae,Scincella,,3.89,,
r19,Reptiles,Aspidoscelis sexlineata,Aspidoscelis sexlineata,cnemidophorus sexlineatus,-,Squamata,Teiidae,Aspidoscelis,,22.387,,
r20,Reptiles,Plestiodon inexpectatus,Plestiodon inexpectatus,eumeces inexpectatus,-,Squamata,Scincidae,Plestiodon,,14.791,,
r21,Reptiles,Tantilla relicta neilli,Tantilla relicta,NA,Florida crowned snake,Squamata,Colubridae,Tantilla,,3.162,,
r22,Reptiles,Micrurus fulvius,Micrurus fulvius,NA,-,Squamata,Elapidae,Micrurus,,398.107,,
r23,Reptiles,Pantherophis guttatus,Pantherophis guttatus,NA,Red cornsnake,Squamata,Colubridae,Pantherophis,,549.541,,
r24,Reptiles,Sistrurus miliarius barbouri,Sistrurus miliarius,NA,Barbour’s pygmy rattlesnake,Squamata,Viperidae,Sistrurus,,275.423,,
r25,Reptiles,Crotalus adamanteus,Crotalus adamanteus,NA,-,Squamata,Viperidae,Crotalus,,7585.776,,
r26,Reptiles,Thamnophis sirtalis,Thamnophis sirtalis,NA,-,Squamata,Natricidae,Thamnophis,,870.964,,
r27,Reptiles,Storeria victa,Storeria victa,NA,Florida brown snake,Squamata,Natricidae,Stroreria,,56.234,,
r28,Reptiles,Agkistrodon piscivorus conanti,Agkistrodon piscivorus,NA,-,Squamata,Viperidae,Agkistrodon,,3311.311,,
r29,Reptiles,Micrurus mipartitus,Micrurus mipartitus,,Redtail coral snake,Squamata,Elapidae,Micrurus,,338.844,,
r30,Reptiles,Storeria occipitomaculata obscura,Storeria occipitomaculata,NA,-,Squamata,Natricidae,Stroreria,,14.791,,
r31,Reptiles,Cemophora coccinea coccinea,Cemophora coccinea,NA,-,Squamata,Colubridae,Cemophora,,72.444,,
r32,Reptiles,Nerodia fasciata pictiventris,Nerodia fasciata,NA,-,Squamata,Natricidae,Neriodia,,1318.257,,
r33,Reptiles,Nerodia floridana,Nerodia floridana,NA,-,Squamata,Natricidae,Neriodia,,2290.868,,
r34,Reptiles,Thamnophis sauritus sackenii,Thamnophis sauritus,NA,-,Squamata,Natricidae,Thamnophis,,301.995,,
r35,Reptiles,Rhadinaea flavilata,Rhadinaea flavilata,NA,-,Squamata,Dipsadidae,Rhadinaea,,16.982,,
r36,Reptiles,Lampropeltis elapsoides,Lampropeltis elapsoides,NA,Scarlet Kingsnake,Squamata,Colubridae,Lampropeltis,,44.668,,
r37,Reptiles,Coluber constrictor priapus,Coluber constrictor,NA,-,Squamata,Colubridae,Coluber,,602.56,,
r38,Reptiles,Diadophis punctatus punctatus,Diadophis punctatus,NA,-,Squamata,Dipsadidae,Diadophis,,117.49,,
r39,Reptiles,Seminatrix pygaea pygaea,Liodytes pygaea,NA,Black swamp snake,Squamata,Natricidae,Liodytes,,40.738,,
r40,Reptiles,Pantherophis alleghaniensis,Pantherophis alleghaniensis,NA,Eastern rat snake,Squamata,Colubridae,Pantherophis,,1288.25,,
r41,Reptiles,Ophisaurus attenuatus,Ophisaurus attenuatus,NA,-,Squamata,Anguidae,Ophisaurus,,147.911,,
r42,Reptiles,Farancia abacura abacura,Farancia abacura,NA,-,Squamata,Dipsadidae,Farancia,,1071.519,,
r43,Reptiles,Nerodia fasciata fasciata,Nerodia fasciata,NA,-,Squamata,Natricidae,Neriodia,,1318.257,,
r44,Reptiles,Regina rigida,Liodytes rigida,NA,Crayfish snake,Squamata,Natricidae,Liodytes,,134.896,,
r45,Reptiles,Lampropeltis extenuata,Lampropeltis extenuata,NA,Short-tailed snake,Squamata,Colubridae,Lampropeltis,,39.811,,
r46,Reptiles,Salvator merianae,Tupinambis merianae,NA,Argentine black and white tegu,Squamata,Teiidae,Salvator,,4466.836,,
r48,Reptiles,Uta stansburiana,Uta stansburiana,NA,Side-blotched lizard,Squamata,Phrynosomatidae,Uta,,15.849,,
r49,Reptiles,Aspidoscelis marmorata,Aspidoscelis marmorata,NA,Marbled whiptail,Squamata,Teiidae,Aspidoscelis,,36.308,,
r52,Reptiles,Elaphe obsoleta obsoleta,Pantherophis obsoletus,NA,-,Squamata,Colubridae,Pantherophis,,1288.25,,
r54,Reptiles,Boa constrictor,Boa constrictor,NA,?,Squamata,Boidae,Boa,,35481.339,,
r55,Reptiles,Corallus hortulanus,Corallus hortulanus,NA,Garden tree boa,Squamata,Boidae,Corallus,,3890.451,,
r57,Reptiles,Atractus major,Atractus major,NA,Brown ground snake,Squamata,Dipsadidae,Atractus,,95.499,,
r58,Reptiles,Dipsas catesbyi,Dipsas catesbyi,NA,Catesby’s snail-eater,Squamata,Dipsadidae,Dipsas,,69.183,,
r59,Reptiles,Dipsas indica,Dipsas indica,NA,Neotropical snail-eater,Squamata,Dipsadidae,Dipsas,,181.97,,
r60,Reptiles,Drepanoides anomalus,Drepanoides anomalus,NA,Black-collared snake,Squamata,Dipsadidae,Drepanoides,,107.152,,
r61,Reptiles,Imantodes cenchoa,Imantodes cenchoa,NA,-,Squamata,Dipsadidae,Imantodes,,512.861,,
r62,Reptiles,Imantodes lentiferus,Imantodes lentiferus,NA,Amazon basin tree snake,Squamata,Dipsadidae,Imantodes,,269.153,,
r64,Reptiles,Oxyrhopus melanogenys,Oxyrhopus melanogenys,NA,Tschudi’s false coral snake,Squamata,Dipsadidae,Oxyrhopus,,177.828,,
r65,Reptiles,Oxyrhopus petolarius,Oxyrhopus petolarius,Oxyrhopus petola,Forest flame snake,Squamata,Dipsadidae,Oxyrhopus,,1258.925,,
r67,Reptiles,Anolis fuscoauratus,Anolis fuscoauratus,NA,NA,Squamata,Dactyloidae,Anolis,,2.951,,
r68,Reptiles,Anolis trachyderma,Anolis trachyderma,NA,NA,Squamata,Dactyloidae,Anolis,,4.786,,
r70,Reptiles,Leposoma parietale,Loxopholis parietalis,NA,Common root lizard,Squamata,Gymnophthalmidae,Loxopholis,,1.905,,
r71,Reptiles,Enyalioides laticeps,Enyalioides laticeps,NA,Brown headed woodlizard,Squamata,Hoplocercidae,Enyalioides,,123.027,,
r72,Reptiles,Pseudogonatodes guianensis,Pseudogonatodes guianensis,NA,NA,Squamata,Sphaerodactylidae,Pseudogonatodes,,0.676,,
r74,Reptiles,Plica umbra,Plica umbra,NA,Blue-lipped tree lizard,Squamata,Tropiduridae,Plica,,35.481,,
r75,Reptiles,Microlophus albemarlensis,Microlophus albemarlensis,NA,NA,Squamata,Tropiduridae,Microlophus,,66.069,,
r76,Reptiles,Opheodrys vernalis vernalis,Opheodrys vernalis,NA,Smooth green snake,Squamata,Colubridae,Opheodrys,,69.183,,
r77,Reptiles,Virginia valeriae pluchra,Virginia valeriae,NA,Smooth earth snake,Squamata,Natricidae,Virginia,,12.882,,
r79,Reptiles,Gallotia galloti,Gallotia galloti,NA,NA,Squamata,Lacertidae,Gallotia,,69.183,,
r80,Reptiles,Amphibolurus muricatus,Amphibolurus muricatus,NA,Jacky lizard,Squamata,Agamidae,Amphibolurus,,66.069,,
r81,Reptiles,Aprasia striolata,Aprasia striolata,NA,Striated worm-lizard,Squamata,Pygopodidae,Aprasia,,8.128,,
r82,Reptiles,Tiliqua scincoides,Tiliqua scincoides,NA,Common bluetongue,Squamata,Scincidae,Tililqua,,1621.81,,
r83,Reptiles,Agkistrodon contortrix,Agkistrodon contortrix,NA,NA,Squamata,Viperidae,Agkistrodon,,1258.925,,
r85,Reptiles,Lampropeltis getula,Lampropeltis getula,NA,Common kingsnake,Squamata,Colubridae,Lampropeltis,,758.578,,
r86,Reptiles,Nerodia erythrogaster,Nerodia erythrogaster,NA,NA,Squamata,Natricidae,Nerodia,,1445.44,,
r88,Reptiles,Storeria dekayi,Storeria dekayi,NA,NA,Squamata,Natricidae,Storeria,,33.884,,
r89,Reptiles,Thamnophis proximus,Thamnophis proximus,NA,NA,Squamata,Natricidae,Thamnophis,,562.341,,
r90,Reptiles,Varanus rudicollis,Varanus rudicollis,NA,Rough necked monitor lizard,Squamata,Varanidae,Varanus,,4570.882,,
r91,Reptiles,Boiga cyanea,Boiga cyanea,Triglyphodon Cyaneum,Green cat snake,Squamata,Colubridae,Boiga,,575.44,,
r92,Reptiles,Dryocalamus sp.,Dryocalamus sp.,NA,Bridled snake,Squamata,Colubridae,Dryocalamus,,41.6,,
r94,Reptiles,Bungarus candidus,Bungarus candidus,Coluber candidus,Blue krait,Squamata,Elapidae,Bungarus,,776.247,,
r95,Reptiles,Coelognathus radiatus,Coelognathus radiatus,Coluber radiatus,Copper-headed trinket snake,Squamata,Colubridae,Coelognathus,,977.237,,
r96,Reptiles,Dendrelaphis sp. ,Dendrelaphis sp. ,NA,NA,Squamata,Colubridae,Dendrelaphis,,212.31,,
r97,Reptiles,Gongylosoma scriptum,Gongylosoma scripta,Ablabes scriptus,Common ringneck,Squamata,Colubridae,Gongylosoma,,16.8,,
r98,Reptiles,Lycodon subcinctus,Lycodon subcinctus,NA,Malayan banded wolf snake,Squamata,Colubridae,Lycodon,,177.828,,
r99,Reptiles,Oligodon sp.,Oligodon sp.,NA,NA,Squamata,Colubridae,Oligodon,,30.08,,
r100,Reptiles,Psammodynastes pulverulentus,Psammodynastes pulverulentus,Psammmophis pulverulenta,Common mock viper,Squamata,Lamprophiidae,Psammodynastes,,72.444,,
r101,Reptiles,Lepidoblepharis duolepis,Lepidoblepharis duolepis,NA,NA,Squamata,Sphaerodactylidae,Lepidoblepharis,,1.349,,
r102,Reptiles,Euspondylus stenolepis,Ptychoglossus stenolepis,Alopoglossus stenolepis,NA,Squamata,Gymnophthalmidae,Ptychoglossus,,4.898,,
r103,Reptiles,Anolis fraseri,Anolis fraseri,NA,NA,Squamata,Dactyloidae,Anolis,,31.623,,
r104,Reptiles,Norops antonii,Anolis antonii,NA,NA,Squamata,Dactyloidae,Anolis,,3.548,,
r105,Reptiles,Clelia clelia,Clelia clelia,NA,Mussurana,Squamata,Dipsadidae,Clelia,,1737.801,,
r106,Reptiles,Leptophis ahaetulla,Leptophis ahaetulla,NA,Parrot snake,Squamata,Colubridae,Leptophis,,912.011,,
r107,Reptiles,Erythrolamprus bizona,Erythrolamprus bizona,NA,Double-banded coral snake mimic,Squamata,Dipsadidae,Erythrolamprus,,169.824,,
r108,Reptiles,Lampropeltis triangulum,Lampropeltis triangulum,NA,Eastern milksnake,Squamata,Colubridae,Lampropeltis,,602.56,,
r109,Reptiles,Sibon nebulatus,Sibon nebulatus,NA,Cloudy snail-eating snake,Squamata,Dipsadidae,Sibon,,173.78,,
r110,Reptiles,Tantilla longifrontalis,Tantilla melanocephala,NA,NA,Squamata,Colubridae,Tantilla,,15.488,,
a1,Amphibians,Austrochaperina pluvialis,Austrochaperina pluvialis,NA,Rain frog,Anura,Microhylidae,Austrochaperina,,1.0789,23.5,Hoskins 2004
a2,Amphibians,Litoria serrata,Litoria genimaculata,NA,Green-eyed tree frog,Anura,Hylidae,Litoria,,13.03874,55.25119,Santini_etal2019
a3,Amphibians,Limnodynastes dumerilii,Limnodynastes dumerilii,NA,-,Anura,Limnodynastidae,Limnodynastes,,41.26511,73,AmphibiaWeb
a4,Amphibians,Hyla gratiosa,Dryophytes gratiosus,NA,Barking Treefrog,Anura,Hylidae,Dryophytes,,17.20452,60.25,Santini_etal2019
a5,Amphibians,Rana clamitans clamitans,Lithobates clamitans,NA,-,Anura,Ranidae,Lithobates,,4.11302,37,Santini_etal2019
a6,Amphibians,Gastrophryne carolinensis,Gastrophryne carolinensis,NA,-,Anura,Microhylidae,Gastrophryne,,2.23186,29.46176,Santini_etal2019
a7,Amphibians,Scaphiopus holbrookii,Scaphiopus holbrookii,NA,Eastern spadefoot,Anura,Scaphiopodidae,Scaphiopus,,24.49892,62.07143,Santini_etal2019
a8,Amphibians,Acris gryllus dorsalis,Acris gryllus,NA,Southern cricket frog,Anura,Hylidae,Acris,,0.54071,20.44167,Santini_etal2019
a9,Amphibians,Lithobates capito,Lithobates capito,NA,-,Anura,Ranidae,Lithobates,,49.63531,75.5,AmphibiaWeb
a10,Amphibians,Hyla cinerea,Dryophytes cinereus,NA,American green treefrog,Anura,Hylidae,Dryophytes,,11.0721,52.5,Santini_etal2019
a11,Amphibians,Eleutherodactylus planirostris,Eleutherodactylus planirostris,NA,Greenhouse frog,Anura,Eleutherodactylidae,Eleutherodactylus,,1.0789,23.5,AmphibiaWeb
a12,Amphibians,Pseudacris ocularis,Pseudacris ocularis,NA,Little grass frog,Anura,Hylidae,Pseudacris,,0.23469,15.75,AmphibiaWeb
a13,Amphibians,Anaxyrus quercicus,Anaxyrus quercicus,NA,-,Anura,Bufonidae,Anaxyrus,,1.92131,25,AmphibiaWeb
a14,Amphibians,Lithobates grylio,Lithobates grylio,NA,Pig frog,Anura,Ranidae,Lithobates,,176.0843,108.5,AmphibiaWeb
a15,Amphibians,Hyla femoralis,Dryophytes femoralis,NA,Pine wood treefrog,Anura,Hylidae,Dryophytes,,2.32209,32.22857,Santini_etal2019
a16,Amphibians,Pseudacris nigrita,Pseudacris nigrita,NA,-,Anura,Hylidae,Pseudacris,,1.06326,25.25,Santini_etal2019
a18,Amphibians,Pseudacris crucifer bartramiana,Pseudacris crucifer,Hyla crucifer,Spring peeper,Anura,Hylidae,Pseudacris,,0.12698,13,Santini_etal2019
a19,Amphibians,Anaxyrus terrestris,Anaxyrus terrestris,NA,-,Anura,Bufonidae,Anaxyrus,,22.31666,58,Santini_etal2019
a20,Amphibians,Hyla squirella,Dryophytes squirellus,NA,Squirrel treefrog,Anura,Hylidae,Dryophytes,,2.1582,31.5,Santini_etal2019
a21,Amphibians,Eurycea quadridigitata,Eurycea quadridigitata,NA,-,Caudata,Plethodontidae,Eurycea,,0.17244,21.3,AmpibiaWeb
a22,Amphibians,Rana areolata aesopus,Lithobates areolatus,NA,Crawfish frog,Anura,Ranidae,Lithobates,,89.90131,89.5,AmpibiaWeb
a23,Amphibians,Lithobates sphenocephalus,Lithobates sphenocephalus,"Rana utricularia, Rana sphenocephala",-,Anura,Ranidae,Lithobates,,11.36479,49.5,Santini_etal2019
a24,Amphibians,Eurycea guttolineata,Eurycea guttolineata,NA,-,Caudata,Plethodontidae,Eurycea,,3.0868,56.3,Santini_etal2019
a25,Amphibians,Plethodon mississippi,Plethodon mississippi,NA,-,Caudata,Plethodontidae,Plethodon,,5.40613,68,AmphibiaWeb
a26,Amphibians,Eurycea cirrigera,Eurycea cirrigera,NA,Southern two-lined salamander,Caudata,Plethodontidae,Eurycea,,0.89516,37.1,Sever 1999
a27,Amphibians,Bufo americanus americanus,Anaxyrus americanus,NA,-,Anura,Bufonidae,Anaxyrus,,27.4932,62.30429,Santini_etal2019
a28,Amphibians,Ambystoma jeffersonianum,Ambystoma jeffersonianum,NA,Jefferson salamander,Caudata,Ambystomatidae,Ambystoma,,20.80915,85.11,Santini_etal2019
a29,Amphibians,Plethodon cinereus,Plethodon cinereus,NA,-,Caudata,Plethodontidae,Plethodon,,0.96116,38,Santini_etal2019
a30,Amphibians,Ambystoma maculatum,Ambystoma maculatum,NA,-,Caudata,Ambystomatidae,Ambystoma,,13.27927,72.76746,Santini_etal2019
a31,Amphibians,Allobates femoralis,Allobates femoralis,NA,-,Anura,Aromobatidae,Allobates,,2.76738,31.5,AmphibiaWeb
a34,Amphibians,Rhinella margaritifera,Rhinella margaritifera,NA,South american common toad,Anura,Bufonidae,Rhinella,,21.48611,57.25,AmphibiaWeb
a35,Amphibians,Rhinella marina,Rhinella marina,NA,Cane toad,Anura,Bufonidae,Rhinella,,309.49185,143,AmphibiaWeb
a36,Amphibians,Cochranella resplendens,Cochranella resplendens,NA,Resplendent Cochran frog,Anura,Centrolenidae,Cochranella,,1.322,27.3,AmphibiaWeb
a37,Amphibians,Hyalinobatrachium munozorum,Hyalinobatrachium munozorum,NA,Upper amazon glass frog,Anura,Centrolenidae,Hyalinobatrachium,,0.84126,21.75,AmphibiaWeb
a38,Amphibians,Teratohyla midas,Teratohyla midas,NA,Santa cecilia cochran frog,Anura,Centrolenidae,Teratohyla,,0.81057,21.5,AmphibiaWeb
a39,Amphibians,Hypodactylus nigrovittatus,Niceforonia nigrovittata,NA,Black-banded robber frog,Anura,Craugastoridae,Niceforonia,,1.30403,24.4,AmphibiaWeb
a40,Amphibians,Oreobates quixensis,Oreobates quixensis,NA,Common big-headed frog,Anura,Craugastoridae,Oreobates,,8.68012,44.95,AmphibiaWeb
a41,Amphibians,Pristimantis acuminatus,Pristimantis acuminatus,NA,Canelos robber frog,Anura,Craugastoridae,Pristimantis,,1.2269,26.65,Ortega-Andrade et al. 2015
a42,Amphibians,Pristimantis altamazonicus,Pristimantis altamazonicus,NA,Amazon robber frog,Anura,Craugastoridae,Pristimantis,,0.86424,23.8,AmphibiaWeb
a43,Amphibians,Pristimantis conspicillatus,Pristimantis conspicillatus,NA,-,Anura,Craugastoridae,Pristimantis,,2.55031,33.75,AmphibiaWeb
a44,Amphibians,Pristimantis croceoinguinis,Pristimantis croceoinguinis,NA,-,Anura,Craugastoridae,Pristimantis,,0.42876,17.2,AmphibiaWeb
a45,Amphibians,Pristimantis delius,Pristimantis delius,NA,Cutin cafe rayado,Anura,Craugastoridae,Pristimantis,,2.76413,30.9,AmphibiaWeb
a46,Amphibians,Pristimantis diadematus,Pristimantis diadematus,NA,-,Anura,Craugastoridae,Pristimantis,,0.88694,24,AmphibiaWeb
a47,Amphibians,Pristimantis kichwarum,Pristimantis kichwarum,NA,-,Anura,Craugastoridae,Pristimantis,,0.7015,22.25,AmphibiaWeb
a48,Amphibians,Pristimantis lanthanites,Pristimantis lanthanites,NA,-,Anura,Craugastoridae,Pristimantis,,2.23661,32.35,AmphibiaWeb
a49,Amphibians,Pristimantis librarius,Pristimantis librarius,NA,-,Anura,Craugastoridae,Pristimantis,,0.59515,21.1,AmphibiaWeb
a50,Amphibians,Pristimantis aff. martiae,Pristimantis martiae,NA,-,Anura,Craugastoridae,Pristimantis,,0.32751,17.4,AmphibiaWeb
a51,Amphibians,Pristimantis matidiktyo,Pristimantis matidiktyo,NA,-,Anura,Craugastoridae,Pristimantis,,0.54715,20.535,AmphibiaWeb
a52,Amphibians,Pristimantis paululus,Pristimantis paululus,NA,Amazon slope robber frog,Anura,Craugastoridae,Pristimantis,,0.27782,16.5,AmphibiaWeb
a53,Amphibians,Pristimantis variabilis,Pristimantis variabilis,NA,-,Anura,Craugastoridae,Pristimantis,,0.53136,18.4,AmphibiaWeb
a54,Amphibians,Ameerega bilinguis,Ameerega bilinguis,NA,Ecuador poison frog,Anura,Dendrobatidae,Ameerega,,0.62364,19.35,AmphibiaWeb
a55,Amphibians,Dendropsophus bifurcus,Dendropsophus bifurcus,NA,-,Anura,Hylidae,Dendropsophus,,1.65629,29,AmphibiaWeb
a56,Amphibians,Hypsiboas geographicus,Boana geographica,NA,Map treefrog,Anura,Hylidae,Boana,,21.9349,65,"AmphibiaWeb,max"
a57,Amphibians,Hypsiboas lanciformis,Boana lanciformis,NA,Basin treefrog,Anura,Hylidae,Boana,,26.55559,69,AmphibiaWeb
a58,Amphibians,Hypsiboas punctatus,Boana punctata,NA,Polka-dot treefrog,Anura,Hylidae,Boana,,3.4133,36.35,AmphibiaWeb
a59,Amphibians,Nyctimantis rugiceps,Nyctimantis rugiceps,NA,Brown-eyed treefrog,Anura,Hylidae,Nyctimantis,,18.32562,61.45,AmphibiaWeb
a60,Amphibians,Osteocephalus deridens,Osteocephalus deridens,NA,Rana de Casco burlona,Anura,Hylidae,Osteocephalus,,4.52614,39.7,AmphibiaWeb
a61,Amphibians,Osteocephalus mutabor,Osteocephalus mutabor,NA,-,Anura,Hylidae,Osteocephalus,,10.93765,52.3,AmphibiaWeb
a62,Amphibians,Osteocephalus planiceps,Osteocephalus planiceps,NA,-,Anura,Hylidae,Osteocephalus,,20.20184,63.35,AmphibiaWeb
a63,Amphibians,Phyllomedusa tarsius,Phyllomedusa tarsius,NA,Brownbelly leaf frog,Anura,Phyllomedusidae,Phyllomedusa,,101.76649,96,AmphibiaWeb
a64,Amphibians,Phyllomedusa vaillantii,Phyllomedusa vaillantii,NA,White-lined leaf frog,Anura,Phyllomedusidae,Phyllomedusa,,29.40849,65.7,AmphibiaWeb
a65,Amphibians,Scinax garbei,Scinax garbei,NA,Eirunepe Snouted treefrog,Anura,Hylidae,Scinax,,6.75979,45,AmphibiaWeb
a66,Amphibians,Scinax ruber,Scinax ruber,NA,Red snouted treefrog,Anura,Hylidae,Scinax,,3.30921,36,AmphibiaWeb
a67,Amphibians,Adenomera andreae,Adenomera andreae,NA,Lowland tropical bullfrog,Anura,Leptodactylidae,Adenomera,,0.63915,19.5,AmphibiaWeb
a68,Amphibians,Edalorhina perezi,Edalorhina perezi,NA,Perez’s snouted frog,Anura,Leptodactylidae,Edalorhina,,2.49473,30.5,AmphibiaWeb
a69,Amphibians,Engystomops petersi,Engystomops petersi,NA,Peters’ dwarf frog,Anura,Leptodactylidae,Engystomops,,1.87483,27.35,Santini_etal2019
a70,Amphibians,Leptodactylus lineatus,Lithodytes lineatus,NA,Gold-striped frog,Anura,Leptodactylidae,Lithodytes,,8.1742,43.45,AmphibiaWeb
a72,Amphibians,Bolitoglossa cf. peruviana,Bolitoglossa peruviana,NA,Peru mushroomtongue salamander,Caudata,Plethodontidae,Bolitoglossa,,0.00139,4.2,AmphibiaWeb
a73,Amphibians,Litoria rheocola,Litoria rheocola,NA,NA,Anura,Hylidae,Litoria,,2.73004,33.9,Santini_etal2019
a74,Amphibians,Crinia signifera,Crinia signifera,NA,NA,Anura,Myobatrachidae,Crinia,,0.65958,20.25,Santini_etal2019
a75,Amphibians,Litoria ewingii,Litoria ewingii,NA,NA,Anura,Hylidae,Litoria,,4.63654,40,AmphibiaWeb
a76,Amphibians,Neobatrachus pictus,Neobatrachus pictus,NA,NA,Anura,Limnodynastidae,Neobatrachus,,12.2233,50,"AmphiBio, max"
a77,Amphibians,eleutherodactylus antillensis,Eleutherodactylus antillensis,NA,NA,Anura,Eleutherodactylidae,Eleutherodactylus,,2.36562,30,AmphibiaWeb
a78,Amphibians,eleutherodactylus coqui,Eleutherodactylus coqui,NA,NA,Anura,Eleutherodactylidae,Eleutherodactylus,,2.46926,33.4,Santini_etal2019
a79,Amphibians,eleutherodactylus cochranae,Eleutherodactylus cochranae,NA,NA,Anura,Eleutherodactylidae,Eleutherodactylus,,0.55254,20.6,Rios-Lopez et al. 1983
a80,Amphibians,eleutherodactylus brittoni,Eleutherodactylus brittoni,NA,NA,Anura,Eleutherodactylidae,Eleutherodactylus,,0.27148,16,AmphibiaWeb
a81,Amphibians,leptodactylus albilabris,Leptodactylus albilabris,NA,NA,Anura,Leptodactylidae,Leptodactylus,,3.8831,35,USDA 2003
a82,Amphibians,Plethodon metcalfi,Plethodon metcalfi,NA,NA,Caudata,Plethodontidae,Plethodon,,4.2145,62.52784,Santini_etal2019
a83,Amphibians,Andinobates bombetes,Andinobates bombetes,Ranitomeya bombetes,Cauca poison frog,Anura,Dendrobatidae,Andinobates,,0.51275,18.195,AmphibiaWeb
a84,Amphibians,Ambystoma opacum,Ambystoma opacum,NA,NA,Caudata,Ambystomatidae,Ambystoma,,11.04569,68.24017,Santini_etal2019
a85,Amphibians,Ambystoma texanum,Ambystoma texanum,NA,NA,Caudata,Ambystomatidae,Ambystoma,,9.60777,65,AmphibiaWeb
a86,Amphibians,Eurycea bislineata,Eurycea bislineata,NA,NA,Caudata,Plethodontidae,Eurycea,,1.58758,45,Santini_etal2019
a87,Amphibians,Desmognathus monticola,Desmognathus monticola,NA,NA,Caudata,Plethodontidae,Desmognathus,,4.22322,62.57143,Santini_etal2019
a88,Amphibians,Gyrinophilus porphyriticus,Gyrinophilus porphyriticus,NA,NA,Caudata,Plethodontidae,Gyrinophilus,,23.81834,112.07235,Santini_etal2019
a89,Amphibians,Desmognathus ochrophaeus,Desmognathus ochrophaeus,NA,NA,Caudata,Plethodontidae,Desmognathus,,0.57715,32,AmphibiaWeb
a90,Amphibians,Desmognathus fuscus,Desmognathus fuscus,NA,NA,Caudata,Plethodontidae,Desmognathus,,2.14387,49.7931,Santini_etal2019
a91,Amphibians,Strabomantis ruizi,Strabomantis ruizi,NA,NA,Anura,Craugastoridae,Strabomantis,,9.30318,51.25,Guevara-Molina_etal2017
a92,Amphibians,Pristimantis erythropleura,Pristimantis erythropleura,Eleutherodactylus erythropleura,Colombian robber frog,Anura,Craugastoridae,Pristimantis,,0.94545,24.5,Lynch 1996
a93,Amphibians,Pristimantis orpacobates,Pristimantis orpacobates,Eleutherodactylus orpacobates,NA,Anura,Craugastoridae,Pristimantis,,1.42987,28,Rincon_Franco_Castro1998
a94,Amphibians,Pristimantis palmeri,Pristimantis palmeri,Eleutherodactylus palmeri ,Palmer’s robber frog,Anura,Craugastoridae,Pristimantis,,0.77738,23,Rincon_Franco_Castro1998
a95,Amphibians,Centrolene savagei,Centrolene savagei,Cochranella savagei,Savage’s cochran frog,Anura,Centrolenidae,Centrolene,,0.71626,22.4,AmphibiaWeb
a96,Amphibians,Hyloxalus fascianigrus,Hyloxalus fascianigrus,Colostethus fascianiger,Rana saltarina de brazalete,Anura,Dendrobatidae,Hyloxalus,,0.49548,18,DelValle
